,date,AOD_550_maiac_mean_60,AOD_550_AER_mean_60,AOD_550_maiac_mean_61,AOD_550_AER_mean_61
335,16/2/2018,0.11575,0.160339091,0.129375,0.160339091
336,17/2/2018,0.13625,0.19373146,0.163125,0.19373146
337,18/2/2018,0.237875,0.226668608,0.2475,0.226668608
338,19/2/2018,0.365,0.34598519,0.467,0.34598519
339,21/2/2018,0.1505,0.309803379,0.237,0.309803379
340,22/2/2018,0.34725,0.414084062,0.345625,0.414084062
341,23/2/2018,0.309,0.370022373,0.333875,0.370022373
342,24/2/2018,0.332,0.377117701,0.35325,0.377117701
343,25/2/2018,0.33575,0.324312128,0.351,0.324312128
344,26/2/2018,0.16775,0.285948466,0.24675,0.285948466
345,27/2/2018,0.397,0.360860812,0.37975,0.360860812
346,28/2/2018,0.291875,0.410469053,0.47725,0.522927551
347,1/3/2018,0.3145,0.390479735,0.37421,0.407298158
348,2/3/2018,0.332125,0.507796346,0.393375,0.507796346
349,3/3/2018,0.13,0.203704694,0.13475,0.203704694
350,4/3/2018,0.104125,0.154108068,0.111625,0.154108068
351,5/3/2018,0.280875,0.329906521,0.282625,0.329906521
352,6/3/2018,0.32425,0.313361144,0.37025,0.313361144
353,9/3/2018,0.11975,0.349929151,0.16825,0.349929151
354,10/3/2018,0.240875,0.351243544,0.239,0.351243544
355,11/3/2018,0.0575,0.126417014,0.084625,0.126417014
356,12/3/2018,0.3495,0.413156654,0.336,0.413156654
357,13/3/2018,0.144,0.208076337,0.19775,0.208076337
359,16/3/2018,0.0335,0.269967772,0.07125,0.269967772
361,19/3/2018,0.08675,0.053920308,0.07533,0.053920308
362,20/3/2018,0.291375,0.328757656,0.301625,0.328757656
363,21/3/2018,0.31375,0.313997245,0.27,0.313997245
364,23/3/2018,0.06925,0.154358352,0.091375,0.154358352
365,25/3/2018,0.057,0.112854781,0.046625,0.112854781
366,26/3/2018,0.18475,0.219896676,0.1935,0.219896676
367,27/3/2018,0.27975,0.290698726,0.315,0.290698726
368,28/3/2018,0.09725,0.175701292,0.05125,0.175701292
369,29/3/2018,0.27275,0.185887158,0.309,0.185887158
370,1/4/2018,0.121875,0.125197386,0.127,0.125197386
371,14/4/2018,0.2095,0.112470612,0.24,0.112470612
372,17/4/2018,0.255,0.290925232,0.245,0.290925232
373,19/4/2018,0.15075,0.150285567,0.2085,0.150285567
374,21/4/2018,0.28425,0.238438726,0.3375,0.238438726
376,1/6/2018,0.182,0.115582348,0.21925,0.115582348
377,24/7/2018,0.17525,0.274785491,0.189,0.274785491
378,19/2/2019,0.044125,0.037768477,0.045375,0.037768477
379,20/2/2019,0.0455,0.019461311,0.038,0.019461311
380,21/2/2019,0.062625,0.018416876,0.0655,0.018416876
381,26/2/2019,0.14825,0.085455411,0.164625,0.085455411
382,27/2/2019,0.09625,0.085644193,0.10325,0.085644193
383,28/2/2019,0.125625,0.114499898,0.138625,0.114499898
384,1/3/2019,0.230875,0.239095307,0.235125,0.239095307
385,2/3/2019,0.2755,0.182344109,0.24925,0.182344109
386,3/3/2019,0.113125,0.113550283,0.140875,0.113550283
387,4/3/2019,0.26825,0.262433187,0.3025,0.262433187
388,5/3/2019,0.289125,0.29988476,0.33025,0.29988476
389,6/3/2019,0.21675,0.229743732,0.24475,0.229743732
390,7/3/2019,0.229,0.181304487,0.27575,0.181304487
391,8/3/2019,0.15625,0.12115196,0.202,0.12115196
392,9/3/2019,0.279,0.310870967,0.34875,0.310870967
393,10/3/2019,0.3385,0.352640811,0.384,0.352640811
394,11/3/2019,0.27175,0.231388386,0.284625,0.231388386
395,12/3/2019,0.050625,0.103606861,0.067,0.103606861
396,13/3/2019,0.2255,0.255833429,0.233,0.255833429
397,14/3/2019,0.198,0.256222951,0.286875,0.305399303
398,19/3/2019,0.1375,0.239815555,0.17225,0.239815555
399,20/3/2019,0.210875,0.204792649,0.2245,0.204792649
400,21/3/2019,0.28475,0.302801101,0.34175,0.302801101
401,23/3/2019,0.137,0.132579305,0.1955,0.132579305
402,24/3/2019,0.17825,0.113051206,0.20575,0.113051206
403,25/3/2019,0.112625,0.088736891,0.128,0.088736891
404,26/3/2019,0.047125,0.066715995,0.03925,0.066715995
405,28/3/2019,0.041,0.07701063,0.06725,0.07701063
406,29/3/2019,0.3705,0.4112863,0.34925,0.4112863
407,1/4/2019,0.32825,0.295519991,0.39125,0.295519991
408,4/4/2019,0.39875,0.295030036,0.4355,0.295030036
409,10/4/2019,0.15875,0.127608806,0.21175,0.127608806
410,1/5/2019,0.242,0.219522866,0.30025,0.219522866
411,19/5/2019,0.35175,0.255286008,0.411,0.255286008
412,14/8/2019,0.1975,0.199426372,0.25675,0.199426372
413,16/8/2019,0.15475,0.142114491,0.222,0.142114491
414,21/8/2019,0.19075,0.119834427,0.27375,0.119834427
415,23/9/2019,0.25075,0.331332176,0.270875,0.331332176
418,13/10/2019,0.25575,0.24011309,0.303625,0.24011309
419,15/10/2019,0.43225,0.369735195,0.46175,0.369735195
420,24/10/2019,0.33,0.249601101,0.358,0.249601101
421,5/11/2019,0.33,0.296636472,0.363,0.296636472
422,7/11/2019,0.15325,0.241566327,0.2195,0.241566327
423,8/11/2019,0.125,0.167501041,0.13,0.167501041
424,10/11/2019,0.23375,0.198508268,0.23325,0.198508268
425,17/11/2019,0.21425,0.212076325,0.2115,0.212076325
426,18/11/2019,0.3125,0.240427512,0.3175,0.240427512
427,19/11/2019,0.356,0.324509006,0.34375,0.324509006
428,22/11/2019,0.193625,0.228358666,0.1905,0.228358666
429,25/11/2019,0.174,0.169234197,0.205,0.169234197
430,27/11/2019,0.222375,0.264888586,0.226,0.264888586
431,28/11/2019,0.077875,0.104892048,0.08975,0.104892048
432,30/11/2019,0.21525,0.208202672,0.2285,0.208202672
433,1/12/2019,0.0945,0.102876959,0.095375,0.102876959
434,2/12/2019,0.20325,0.252044435,0.248,0.252044435
435,3/12/2019,0.08625,0.133750705,0.10375,0.133750705
436,4/12/2019,0.10925,0.130962131,0.158125,0.130962131
437,5/12/2019,0.139625,0.2140969,0.168125,0.2140969
438,6/12/2019,0.053375,0.087828734,0.076,0.087828734
439,7/12/2019,0.108,0.159064623,0.167,0.159064623
440,8/12/2019,0.176,0.203456529,0.17375,0.203456529
441,9/12/2019,0.080875,0.107128606,0.142375,0.107128606
442,10/12/2019,0.21725,0.276469087,0.206,0.276469087
443,12/12/2019,0.1655,0.190089964,0.1875,0.190089964
444,13/12/2019,0.139625,0.17885223,0.166375,0.17885223
445,14/12/2019,0.055125,0.104112329,0.0995,0.104112329
446,15/12/2019,0.24225,0.215948707,0.21775,0.215948707
447,16/12/2019,0.173125,0.195822972,0.22375,0.195822972
448,17/12/2019,0.32025,0.35648139,0.33625,0.35648139
449,18/12/2019,0.48833,0.587425864,0.52525,0.587425864
450,19/12/2019,0.342,0.400232681,0.3425,0.400232681
451,23/12/2019,0.22875,0.271543392,0.274,0.271543392
452,24/12/2019,0.066875,0.061673137,0.07125,0.061673137
453,25/12/2019,0.129375,0.198626775,0.20975,0.198626775
454,26/12/2019,0.170375,0.163790931,0.166125,0.163790931
455,27/12/2019,0.2055,0.257679599,0.265,0.257679599
456,30/12/2019,0.0175,0.044198425,0.04425,0.044198425
457,31/12/2019,0.1185,0.102285341,0.0915,0.102285341
458,1/1/2020,0.04225,0.053723713,0.09725,0.053723713
459,5/1/2020,0.104125,0.103879441,0.121125,0.103879441
460,6/1/2020,0.159125,0.191791021,0.1625,0.191791021
461,7/1/2020,0.07675,0.079235309,0.13025,0.079235309
462,8/1/2020,0.182375,0.211018175,0.217625,0.211018175
463,9/1/2020,0.116875,0.115765704,0.113375,0.115765704
464,10/1/2020,0.051125,0.12509669,0.0875,0.12509669
465,11/1/2020,0.131125,0.114481799,0.123875,0.114481799
466,12/1/2020,0.167,0.19712416,0.1995,0.19712416
467,13/1/2020,0.247875,0.269115323,0.2525,0.269115323
468,14/1/2020,0.160625,0.212240053,0.17025,0.212240053
469,15/1/2020,0.18,0.173367716,0.211625,0.173367716
470,17/1/2020,0.12875,0.209206237,0.17625,0.209206237
471,18/1/2020,0.19725,0.204419997,0.205,0.204419997
472,21/1/2020,0.23475,0.229206401,0.2285,0.229206401
473,22/1/2020,0.26025,0.210909552,0.265375,0.210909552
474,27/1/2020,0.0745,0.119203427,0.08725,0.119203427
476,29/1/2020,0.047625,0.072663209,0.048625,0.072663209
477,31/1/2020,0.07275,0.059344953,0.10825,0.059344953
478,6/2/2020,0.0295,0.020363253,0.063,0.020363253
479,9/2/2020,0.061625,0.100242619,0.0655,0.100242619
480,10/2/2020,0.120625,0.130458549,0.11325,0.130458549
481,11/2/2020,0.157375,0.18700459,0.2005,0.18700459
482,12/2/2020,0.128,0.153571964,0.11725,0.153571964
483,13/2/2020,0.14075,0.263784679,0.20925,0.263784679
484,14/2/2020,0.317,0.318219626,0.29775,0.318219626
485,15/2/2020,0.35825,0.427067799,0.43175,0.427067799
486,16/2/2020,0.0615,0.092103952,0.08225,0.092103952
487,17/2/2020,0.10675,0.085174918,0.049,0.085174918
488,18/2/2020,0.098125,0.14037742,0.1155,0.14037742
489,19/2/2020,0.157625,0.200820628,0.140875,0.200820628
490,20/2/2020,0.084375,0.163127883,0.099375,0.163127883
492,22/2/2020,0.214375,0.227138877,0.23375,0.227138877
493,23/2/2020,0.19575,0.21872098,0.1835,0.21872098
494,24/2/2020,0.105375,0.124219932,0.104375,0.124219932
495,25/2/2020,0.045125,0.105819514,0.048875,0.105819514
496,26/2/2020,0.2465,0.24738816,0.333375,0.319341505
497,27/2/2020,0.2055,0.276523475,0.2595,0.276523475
